Time elapsed,Signal,Attention,Meditation,EEG delta, EEG theta,EEG low alpha,EEG high alpha,EEG low beta,EEG high beta,EEG low gamma,EEG mid gamma,Raw
5.43917,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,83|82|81|81|80|77|76|75|75|74|73|73|73|72|72|71|70|70|69|69|69|68|68|68
5.4733,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,67|67|66|67|66|66|66|65|66|65|65|65|65|64|64|64|64|64|64|61|60|60|60|60
5.50683,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,60|60|60|60|60|60|61|64
5.54158,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,60|60|58|58|59|59|59|59|59|59|59|59|59|58|58|58
5.5765,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,58|58|58|58|58|60|64|64|64|60|60|58|57|58|65|-504|-1201|-1633|-2048|-2048|-1556|-1653|-2048|-2048
5.60983,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1741|-340|-250|-898|-988|-389|-1371|-2048|-2048|-2048
5.64365,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,-2048|-1986|-1910|-1838|-1770
5.67842,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,-1703|-1637|-1465|-471|2047|2047|2047|-2033|-1947|-1866|-1790|-1721|-1655|-1593|-1531|-1475|-1418|-1364|60
5.71218,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|1243|739|2027|1952|1868|1798|1732
5.74619,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,1670|1610|1555|1498|1448|1403|1065|-598|-2048|-2048|1704|1668|1593|1530|1476|1420
5.77975,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,1376|952|-583|-890|-849|1202|-1963|-2048
5.81407,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,-2048|-2048|-1995|251|27|2047|2047|1989|1915|1840|1781|1715|1659|-779|-2048|-2048|-1845|2047|2026|-628|-2048|-2048|-2048|-2048
5.84751,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,-2048|-2048|-2048|-1467|2047|2047|2047|-980
5.88068,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,-2048|-2048|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|1987|1917|1850|1784|1722|1660|1604|1546|1494|1442|1392|1341
5.91437,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,1296|1251|1206|1163|1124|1083|1046|1014|977|939|907|876|848|819|791|769|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048
5.94766,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,534|2047|2047|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|2047|2047
5.98255,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,2047|2047|2047|2047|2047|2047|2047|2047|-371|-2048
6.01571,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1881|1505|1749|-730|-2048|-2048|-2048|-2048|-1145|1539|2047|2047|-835|-2048|-2048|-1729|-1367
6.04984,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,-1665|-1747|-1742|-1797|-1721|-1645|-501|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047
6.08393,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,2047|2047|2047|257|-2048|-2048|-2048|-2048|-914|-978|-354
6.11812,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,2047|-900|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1907|-1902|-1834|-1780|-1719|-1646|-1603|-1550|-1478|-1246|2047|2047
6.15182,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2017|1946|1878|1813|1750
6.18575,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,1688|1634|1444
6.21964,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,861|1526|1453|1395|1340|1292|1250|1207|1163|1123|1082|1045|1008|972|938|906|875|844|818|789|761|737|711|688
6.25444,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,664|642|619|599|580|561|541|523|507|490|474|459|444|432|418|404|391|378|368|356|345|336|324|314
6.2886,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,305|296|288|279|269|263|256|248|241|234|228|221|215|210
6.32265,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,203|198|194|187|183|179
6.35687,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,173|169|166|163|160|154|152|151|148|141|138|73|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|2047|2047|2047|2032|1960|1891|1825|1761|1699|1639
6.39104,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,1580|1526|1473|1420|1370|1323|1276|1233|1190|1146|1108|1069|1032|997|963|930
6.42414,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,
6.45729,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,900|870|841|812|785|753|726|701|679|657|634|614|594|572|554|536|519|502|486|470|455|440|426|412|400|387|375|363|353|341|330|324
6.49156,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,292|-1140|-1686|-1766|-2048|-2048|-2048|-2048|-2048|-2048|-2048|1940|1955|1873|1803|1735|1673|1612|1557|1501|1451|1405|1345|1186
6.52517,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,1261|1224|1179|1115|1031|388|-2048|-2048|-2048
6.55878,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,-2048|-493|331|1404|1619|1540|1478|1421|1370|1321|1274|1232|1187|1145|1106
6.59273,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,1066|1030|995|961|928|896|865|835|806|778|753|727|701|679|663|349|-262|38|-245|-739|-1869|-2048|-2048|-1410
6.62716,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,189|729|164|-1467|-1657|-738|-530|472|1179|1112|1063|1020|984|949|915|884|854|824|795|770|743|717
6.66056,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,693|669
6.69419,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,648|627|604|585|566|548|530|513|496|480|464|449|435|421|407|394|384|372|361|352|340|327|316|308
6.72773,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,297|290|281|277|269|261|251|244|237|233|-197|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1117|-1226|-2048
6.76214,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,-2048|-2048|-2048|-2048|1073|2047|839|-110|2047|2047|2047|2047|2047
6.79624,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,2047|2047|2047|2047|2047|2047|1984|1914|1848|1783|1723
6.83001,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,1661|1603|1552|1495|1442|1388|1341|1299|1228|1026|1059|966|204|-1185|-1501|-1382|-1849|-1421|153|838|295|-1575|-2048|-2048|-2048
6.86395,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,-1850|-1913|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1929|-1431|-942|-795|-614|-172|112|-1049|-2048|-2048|-1746|-956
6.89845,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,-2048|-2048|-1964|685|2047|2047
6.93224,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,2047|2047|2047|2047|2047|2047|2047|2047|2007|2047|2047|2047|2047|1895|949|1363|1820|1771|1776|1721|1653|1592|1537
6.96576,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,1484|1435|1385|1333|1286|1241|1196|1155|1115|1078|1043
6.99977,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,1008|969|936|906|876|844|816|786|760|737|712|689|650|-1010|-2048|-2048|-1158|829|969|647|940|931|886|852
7.03433,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,822|793|765|740|714|691|667|645|624|601|582|563|545|528|509|492|476|464|449|434|421|409|396|385
7.06785,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,372|361|65|-1651|-2048|-2048
7.10097,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1702|-1325|-670|182|315
7.13483,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,-265|-865|-829|-341|134|168|16|61|-138|61|1336|2047|2047|474|-1239|-1741|-1715|-2048|-2048|-2048|-2048|-2048
7.16891,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,-2048|-2048|-2048|-2014|-1941|-1868|-1800|-1735|-1670|-1606
7.20296,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,-1545|-1490|-1432|-1378|-1323|-1272|-1222|-1175|-1130|-1081|-1037|-970|-951|-936|-900|-861|-825|-777|-610|-653|-424|923|2047|2047
7.23695,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,2047|2047|-291|-841|-733|-501|545|280|-710|-749|-391|44|-741|-1308|488|2047|1561|-1579|-1494|-1422|-1362|-1306
7.27094,51,0,0,534670,219656,4415,174355,431434,87093,25402,21606,-1254|-1205|-1157|-1112|-1043|1500|2047|2047|1797|552
7.3048,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-373|209|35|-1336|-1238|119|582|-1081|-1353|-1300|-1238|-1181|-1121|-1084|-867|248|1238|743|1187|2047
7.33872,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,2047|2047|2047|1333|844|1012|1802|2047|2047|1555|277|1577|1499|-1367|-2048|-2048
7.37273,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-2048|-2048|-1962|1170|2047|2047|2047|2047|2047|2047|2047|2047|154|-1526|-1929|-2048|-2048|372|2047|2047|721|532|2047|2047
7.40716,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,2047|1770|1676|620|-565|-1096|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048
7.44082,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-2048|-1766|-2048|-2048|-2048|-2012|-1937|-1862|-1793|-1722
7.47383,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-1659|-1596|-1537|-1478|-1421|-1255|-180|-3|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|-1032|-2048|-2048|-2048|-1517|-3|-2048|-2048|-1833|176
7.50774,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,1095|264|-1459
7.54243,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-2048|-2037|-1895|-1180|2047|2047|2047|2047|2047|2047|1842|2047|2047|2047|930|-918|-627|650|484|-2045|-2048|-2048|-2048|-2048
7.57639,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-2048|-2048|-2048|-2048|-2048|-2048|-2003|-1929|-1858|-1785|-1718|-1654|-1592|-1531|-1474|-1416|-1362|-1314|-1265|-1214|-1169|-1122|-1078|-1036
7.60975,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-993|-948|-923|-887|91|2047|2047|2047|2047|2047|2047|2047|2047
7.6444,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,2047|2047|1994|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048
7.67824,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-1913|2047|2047|-1313|-2048|-2048|-1996|-1921|-1848|-1778|-1708|-1643|-1580|-1523|-1466|-1411|-1356|-1305|-1255|-1206|-1159|-1112|-1015|502
7.71198,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,2047|2047|187|1542|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|1995|1884|1693
7.74526,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,1546|1666|1700|1640|1576|1521|1467|1417
7.77891,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,1361|1318|1269|635|-9|978|1148|1140|1100|1051|1008|979|938|912|887|858
7.81335,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,817|700|442|349|323|6|-483|-1030|-1171|-536|437|652|443|28|-167|449|704|821|784|748|722|694|669|648
7.84728,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,627|596|468|315|291|323|347|231|198|232|-187|-1019|-986|-93|501|618|568|393|455|467|77
7.88102,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-541|-942|-1660
7.91395,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-1848|-989|-181|60|-199|-17|411|492|650|730|699|669|646|625|601|577|561|544|525|508|490|428|339|422
7.94787,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,442|426|391|358|391|377|363|355|344|333|324|313|299|284|146|-203|-66|217|3|-854|-1607
7.98175,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-1881|-1857|-980|178|481|530|521|454|-60|-1607|-2048
8.0162,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-1763|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1988|-1914|-1842
8.04979,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-1772|-1708|-1645|-1585|-1524|-1465|-1411|-1356|-1305|-1254|-1206|-1158|-1114|-1073|-1031|-993|-953|-916|-877|-844|-812
8.08402,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-780|-749|-721
8.11848,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-691|-663|-635|-611|-585|-562|-299|867|-581|-563|-523|-491|-474|-454|-429|107|374|-269|-388|-377|-385|-371|-353|-333
8.152,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,-314|-260|-139|229|2047|2047|1204|661|1046|2047|2047|2047|2047|1930|1751|1765|2002|2047|2047|2047|2047|2047|2003|1994
8.18562,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,1636|1467|1410|1543|1425|1094|1172|1286|2047|2047|2047|2047|2047|2047|2047|2047
8.21947,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,2047|2047|2047|2047|2047|2047|2029|1958
8.25309,51,0,0,438332,196494,106394,472201,240548,178279,94219,51100,1888|1819|1757|1697|1637|1580|1526|1473|1395|1256|865|130|-332|-2048|-2048|-2048|-2048|897|1849|1738|1738|1746|1681|1618
8.28667,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,1559|1499|1280|1016|1280|1345|1287|1237|1192|1152|1112|1068|1029|999|964|931|900|869|838
8.32055,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,810|785|757|729|707|672|-200
8.35458,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,-1875|-1244|466|628|306|-444|-906|-222|759|816|773|736|699|682|661|640|617|595|569|515|363|371|476|502|492
8.38738,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,473|457|442|428|386|373|393|378|368|356|345|336|325|314
8.42033,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,301|193|97|-35|267|291|267|230|253|259|247|213|178|228|229|217|200|193|167|178|199|193|184|165|141|105
8.45399,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,116|83|-61|-342|-1028|-1941|-2021|-1139
8.48791,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,-918|-1591|-1894|-1634|-1606|-1777|-1416|-363|216|357|384|199|-759|-1514|-1628|-905|-314|-497|-598|-740|-940|-1406|-1802|-1809
8.52195,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,-952|1156|1362|1297|1239|1191|1145|1107|1072|1025|996|963|720|198|453|659
8.556,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,429|480|651|540|38|-849|-989|-821|-891
8.58984,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,-1128|-1773|-2048|-1357|-509|-102|43|491|689|403|-93|-700|-1357|-1609|-1820|-1726|-1031|-422|-107|167|714|1522|1448
8.62307,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,1380|1324|1276|1232|1189|1145|1107|1067|1031|997|964|932|898|866|836|809|784|757|730|706|681|659|636|613
8.65741,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,566|485|459|507|516|514|499|482
8.6912,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,465|348|-322|-1037|-1089|-1273|-1786|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048
8.72513,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,-2048|-1917|-1341|-1292|-1133|-509|-427|-885|-980|-604|-59|4|-5|284|501|548|598|786|884|840|459|234|774|124|-1653|-2048|-2048|-1537|-292|-290
8.75949,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,-33|706|1014
8.79348,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,2047|2047|2047|1416|-2048|-2048|-2048|-1713|-1819|-1723|-1513|-601|2047|2047|2047|2010|2047|2047|1771|743|1816|1794|1600
8.82756,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,864|253|9|-212|437|1154|1195|1493|1485|1254|1528|1754|1685|1607|1458|1158|1473|1424|1368|1317|1113|848|851|834
8.86067,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,594|235|163|472|914|1020|852|605
8.89559,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,208|-797|-1419|-1107|-715|-314|544|789|467|-88|-805|-1617|-2037|-2048|-2048|-2048|-2048|-1307|-498|-74|500|1353|1446|1221
8.92879,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,675|250|739|1192|1275|1106|552|-14|340|1305|1328|1259|1188|1165|1126|1084|1047|1012|914|684|493
8.96214,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,292|24|-35
8.99535,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,-257|-390|192|614|505|-17|-491|120|957|902|701|252|817|682|-1301|-2048|-2048|-2048|-2048|810|1460|1385|376|-1628
9.02921,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,525|1073|1021|85|-2048|-2048|1202|1549|1468|1405|1355|1116|-2048|-2048|676|1305|58|-1960|-2018|-700|40|260|521|924
9.0631,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,1097|868|722|1204|1370|1320|1228|1181|1089
9.09713,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,1001|1092|1098|1063|1021|978|921|833|848|867|835|787|776|753|724|699
9.13107,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,676|645|544|411|361|565|583|551|487|468|455|379|325|349|257|0|-215|-211|247|417|74|-414|-140
9.16462,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,339|491|470|449|429|408|394|388|376|362|337|233|5|-219|-35|326|323|153|-60|-130|-211|392
9.19869,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,354|333|324|310|295|290|166|-649|-306|-126|-444
9.23328,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,-913|-1315|-1538|-1689|-2048|-2048|-2048|-427|1012|384|-1515|-1035|589|48|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1380
9.26735,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,112|-2048|-2048|-1329|1757|2009|-514|-2048|-2048|-1939|-1460|-2048|-2048|-2048|-2048|-1645
9.30053,51,0,0,1578422,868448,132924,186477,217960,479729,949759,816236,-1458|-1330|-1394|-994|-683|-1416|-1623|-1492
9.33409,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-1603|-1633|-1620|-1451|-842|-197|310|1355|1921|1772|1780|2047|2047|1564|2047|2047|2047|2047|2047|1474|2047|2047|2047|2047|2047|2047|1860|1637
9.36745,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,1540|1149|432|-488|-1242|-1147|71|773|562|160|90|664|925|917|1141|891
9.40073,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,603|1274|1737|1680|1564|1468|1536|1645
9.43416,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,1617|1520|1402|1353|1505|1437|1384|1335|1289|1243|1200|1157|1121|1083|1044|1002|967|935|905|873|845|819|790|690
9.46808,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,741|712|688|665|643|619|599|581|565|520|529|508|491|476|461|445|429|418|407|391|338|363|340|-36
9.50131,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-1350|-2048|-2048|-2048|-2048|-502|405|-364
9.53526,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-1987|-2048|-2048|-29|1385|1304|1216|1186|999|-904|-2048|-2048|-2048|-2048|-2048|-2048
9.56918,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1910|-1902|-1944|-1868|-1795|-1723|-1640|-1562|-1402|-195|1528|1740
9.60332,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,1190|434|150|467|1057|1174|240|-396|96|986|1355|955|775|1078|1043|455|-452|-1282|-1932|-1845|-1761
9.63689,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-1686|-1619|-1557
9.67147,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-1498|-1441|-1385|-1332|-1282|-1234|-1187|-1140|-1095|-1051|-989|-851|-622|-728|-841|-793|-809|-794|-754|-605|-412|92|1913|2047
9.70476,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,2047|2047|474|-297|-280|284|683|653|1414|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047
9.73865,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,1732|-642|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1820|-1293|-218|746
9.77181,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,1125|1062|1366|1756|1554|554|-11|-676|-1511|-2048|-2048
9.80505,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-1821|-1447|-1053|-280|274|-97|-1060|-1346|-1002|-883|-1189|-1500|-1480|-1172|-789|-360|-194|627|1693|2047|2047|2047|2047|1452
9.83882,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,513|-85|-729|-1318|-1596|-1446|-1393|-1638|-1681|-1319|-504|-233|-565|-597|-225|291|218|-433|-1158|-1460|-1430
9.87299,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-1106|-850|-1099
9.90665,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-1268|-1075|-680|-505|-989|-1161|-1079|-1197|-1171|-1118|-1074|-1029|-986|-948|-909|-874|-839|-807|-775|-744|-714|-685|-659|-632
9.94076,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-606|-582|-558|-536|-515|-493|-473|-454|-435|-417|-395|-381|-369|-353|-338|-323|-308|-295|-282|-268|-258|-245|-232|-221
9.97494,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-213|-202|-193|-183|-173|-166|-157|-150|-140|-134|-125|-108|-73|-81|-93|-60
10.0088,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,250|805|988|497|-219|-196|-171|-156
10.0427,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-146|-136|-129|-120|-113|-104|-44|-2|-53|-57|-50|-26|296|2047|2047|2047
10.0774,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|1666|1828|1915|1643|1621|1819|1754|1686|1624|1568
10.1113,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,1511|1447|1259|941|563|-1149|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2033|-939|-347|-421
10.145,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-1329|-2048|-2048|-2048|-2048
10.1788,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,-2048|-2048|-2048|-1957|-1816|-1529|-1137|-883|-615|-317|-51|87|182|337|249|294|524|499|393
10.2135,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,272|170|531|1335|1722|1648|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|1957|1874|2047|2047|2047|2047|1885|1658
10.2467,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,1570|1648|1757|1449|736|984|1574|1675|1617|1552|1489|1395|1371|1332|1254|1186|1216|1170|1128|1089|1049|1014|980|946
10.2813,26,0,0,508588,238919,37088,43381,44164,164583,118271,81091,913|869|832|721|684|773|753|725
10.3153,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,700|677|656|631|608|586|570|552|534|517|501|485|465|426|413|420|412|380|208
10.3492,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,258|386|348|-290|-1777|-1665|-777|-859|-1769|-1383|-44|475|330|-51|67|89|-522|-941|-962|-1122|-547|-42|-708|-776
10.3824,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,-769|-1336|-1604|-1870|-1755|-1134|-1125|-1467|-1524
10.4165,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,-1149|-1095|-1710|-2048|-2048|-1185|-1422|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1725|-1254|-518|214|513
10.4496,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,-173|-1067|-1387|-933|-276|-309|81|1495|2047|2047|2047|1707|1384|1764|2047|2047
10.4845,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,1484|1495|2047|2047|2047|2047|2047|2047
10.5182,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,2047|1907|1859|1869|1814|1746|1685|1624|1570|1513|1460|1410|1363|1316|1270|1224|1178|1138|1097|1060|1025|987|953|920
10.5517,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,889|858|828|801|774|747|722|697|675|652|632|610|588|568|550|532|516|501|485|469|456|440|426|410
10.5863,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,396|386|374|361|352|341|332|323
10.6198,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,311|300|292|282|275|266|260|253|247|242|233|221|216|214|210|203|198|193|187|184|180|177|170|166|162
10.6536,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,160|155|151|138|138|121|65|22|-74|-51|68|152|153|147|139|136|133|130|128|123|122
10.6877,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,120|118
10.7226,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,116|115|113|109|108|106|105|104|103|102|100|96|96|91|92|91|89|89|89|42|-9|-221|-405|-289
10.7566,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,-152|-103|-209|-228|-20|131|128|18|-68|-124|-59|102|180|170|-13|-387|-740|-1115|-803|-452|-504|-483|-188|172
10.7913,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,333|353|316|251|252|272|244|124|103|161|100|57|-58|-184|-62|260
10.8246,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,325|305|258|-441|-1378|-1900|-2048|-2048
10.8587,51,0,0,535504,94975,94744,131982,58080,210290,201387,49428,-2048|-2048|-2048|-2048|-1149|1226|1590|1447|1114|870|1001|1091|1107|804|-246|-726|-451|-698|-715|699|1097|1059|1227|1256
