Time elapsed,Signal,Attention,Meditation,EEG delta, EEG theta,EEG low alpha,EEG high alpha,EEG low beta,EEG high beta,EEG low gamma,EEG mid gamma,Raw
1.08319,51,24,13,178356,56887,32906,12136,38111,45585,32718,52178,-1298|-1249|-1201|-1155|-1109|-1065|-1026|-985|-948|-909|-874|-840|-807|-775|-744|-715|-686|-660|-633|-609|-583|-561|-537|-516
1.11735,51,24,13,178356,56887,32906,12136,38111,45585,32718,52178,-493|-473|-454|-436|-418|-401|-382|-366|-350|-337|-323|-308|-294|-281
1.15114,51,24,13,178356,56887,32906,12136,38111,45585,32718,52178,-268|-258|-245|-233|-221|-212|-202|-194|-183|-174|-166
1.1851,51,24,13,178356,56887,32906,12136,38111,45585,32718,52178,-157|-150|-141|-134|-129|-120|-115|-107|-101|-94|-89|-85|-76|2047|2047|2047|2047|1595|-1228|-1169|-1115|-1067|-1025|-984|-946|-908|-873|-837
1.21913,51,24,13,178356,56887,32906,12136,38111,45585,32718,52178,1009|2047|2047|2047
1.25313,51,24,13,178356,56887,32906,12136,38111,45585,32718,52178,2047|2047|2047|2047|2047|2047|1714|2047|2047|2047|2047|2047|514|-1324|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048
1.28712,51,24,13,178356,56887,32906,12136,38111,45585,32718,52178,-2048|-1978|-1907|-1834|-1765|-1700|-1636|-1575|-1515|-1459|-1402|-1350|-1299|-1249|-1201|-1154|-1110|-1066|-1026|-985|-948|-910|-874|-840
1.32104,51,24,13,178356,56887,32906,12136,38111,45585,32718,52178,-808|-775|-745|-715|-686|-660|-633|-609|-584|-561|-537|-516
1.35498,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-493|-473|-454|-436|-418|-401|-382|-366|-350|-337|-323|-308|-294|-280|-268|-257
1.38804,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-246|-233|-221|-213|-202|-194|-183|-174|-166|-157|-150|-141|-135|-126|-121|-115|-107|-101|-94|-88|7|1429|1500|2047
1.42223,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,2047|2047|2047|2047|2047|2047|2047|2047|2047|1776|97|-313|66
1.45574,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,1190|172|-1907|-2048|-2048|-2048|-2048|-1992|-1915|-1813|-1724
1.49008,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-1718|-1652|-1587|-1526|-1469|-1414|-1358|-1306|-1256|-1208|-1161|-1116|-1074|-1032|-993|-953|-916|-881|-845|-812|-779|-748|-721|-692
1.52385,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-663|-636|-612|-587|-564|-540|-518|-498|-476|-457|-439|-421|-404|-387|-370|-355|-339|-324|-310|-296|-283|-270|-259|-246
1.55825,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-235|-226|-214|-203|-195|-184|-177|-167
1.59241,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-157|-150|-141|-134|-106|-115|-113|299|1509|460|-230|-199|-170|-149|-156|-148
1.62626,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-138|-129|-83|-9|-122|-110|-101|-97|-90|-85|-77|-73|-69|-65|-58|-54|-50|-45|-41|-38|-35|-33|-27|-24
1.6601,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-21|-19|-14|-12|-10|-8|-6|-3|-1|1|2|4|6|7|9|11|16|16|16|16|18
1.69325,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,20|22|23|24|26|27|27|28|32|32|33
1.72706,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,34|36|35|35|36|38|38|38|39|40|41|40|41|41|42|42|43|44|45|45|45|48|48|49
1.7608,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,49|49|49|50|50|50
1.79514,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,50|51|51|51|51|52|51|52|52|52|53|53|53|53|53|53|53|54|54|54|54|54|54|55|54|54
1.82816,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,55|55|55|55|55|55|55|55
1.862,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,56|56|56|55|55|56|56|56|56|56|56|56|56|56|56|56|57|57|57|56|57|56|57|58|57|56|56|56|57
1.89524,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,57|56|55
1.92837,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,55|56|56|56|56|57|57|58|58|57|56|55|57|58|57|56|57|57|58|58|57|58|58|57
1.96201,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,56|57|56|57|57|56|55|56|57|57|57|57|57|58|58|58|57|57|58|57|57|57|58|58
1.99636,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,58|58|58|59|59|58|58|103
2.02866,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,565|1506|1591|1522|1095|493|676|453|-142|-241|-214|-196|-182|-170|-161|-151|-145|-135|-126|-120|-115|-107|-102|-94
2.06343,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-89|-86|-82|-74|-69|-67|-62|-56|-52|-45|-42|-38|-35|-33|-28|-24|-22|-19|-14|-12|-10
2.09699,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-7|-5|-3
2.13095,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-1|0|2|4|6|8|9|11|12|16|17|18|20|21|23|24|24|23|25|26|28|32|33|34
2.16465,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,34|35|36|37|37|38|38|40|40|40|41|41|41|42|42|43|44|48|48|44|44|45|48|49
2.19944,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,48|49|48|49|50|51|61|80|49|48|49|52|618|2047|2047|2047
2.23341,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,2047|2047|2047|2047|2047|2047|2047|2047
2.26707,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,2047|2047|1745|-2048|-2048|-2048|362|-421|-2048|-2048|-2048|-2048|-2022|-1946|-1874|-1803|-1736|-1672|-1608|-1547|-1490|-1433|-1379|-1326
2.30089,51,24,13,185016,469144,123322,207417,335345,128359,81970,32514,-1275|-1227|-1178|-1132|-1090|-1048|-1010|-970|-932|-894|-859|-826|-793|-761|-732|-705|-677|-648|-618|-564|-442|-317|-291|-201
2.33472,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-70|-229|-478|-500|-468|-389|-41|435|1834|2047|2047
2.36958,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,2047|2047|2047|2047|2047|2047|2047|2047
2.40327,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2026|1956|1888|1820|1757|1701|1626|1580|1526|1474
2.43574,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,1404|1275|1291|1282|1233|1191|1155|1112|1076|1040|1000|968|933|900|866|837|809|785|757
2.46992,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,728|705|681|660|641|619|597|576|555|538|521|504|487|470|455|440|426|412|402|389|376|368|357|345
2.50376,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,336|324|313|305|294|283
2.53834,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,277|269|263|257|248|242|235|212|212|218|212|204|200|195|187|182|178|173|171|168|165|161|155|151|148|145
2.57174,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,144|139|134|131|129|124|123|122|120|117|116|117|115|99|70|109|105|102|100|100|98|98|100|89
2.60582,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-9|-283|-221|124|77|-1309
2.63922,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-2048|-2048|-1454|-2048|-2048|-2048|-2048|-2048|-2048|-1446|-933|-1169|-1361|-1474|-1401|-1569|-1037|1156
2.67319,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,1780|1706|1616|1387|1500|1477|1417|1368|1322|1275|1226|1184|1142|1104|1064|1028|993|957|924|892|861|834|805|777
2.70637,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,752|725|699|677|656|632|611|592|570|552|535|517|500|484|468|453
2.73967,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,438|424|411|397|386|374|362|356
2.7737,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,325|306|245|184|323|304|293|282|275|265|259|250|244|236|231|226|220|213|204|201|197|193|187|181|176
2.80851,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,171|169|167|164|161|154|152|145|140|139|137|133|131|135|-2048|-2048|-1454|-2048|-2048|-2048|-1046|-919|-2048
2.84173,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-2048|-2048|-1672|-2048|-2048|-1859|586|1607
2.8753,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,1555|1484|1291|-1149|-2048|-2048|-2048|-2048
2.90826,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-2048|-2048|-2048|-2048|-586|1707|2047|2047|2047|2047|2047|2047|460|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-778|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2042|1127|355|-1725|-2048|-2048|-2048
2.94189,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-2048|-2048
2.97609,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-1593|-2048|-2048|-1947|-1228|-792|-859|-1099|-750|-428|889|2047|1978|-605|-2048|-2048|-2048|-2048|-2048|-2044|-1937|-1911|-1778|-1110
3.01007,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,396|-185|-1771|-1694|-1604|-1558|-1500|-1444|-1378|-787|215|117|-1329|-1301|-1234|-1174|-1125|-1079|-1035|-996|-956|-919|-883|-849
3.04388,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-813|-781|-753|-722|-631|-155|-689|-649
3.07834,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-614|-581|-107|-229|-270|-189|-531|-520|-488|-461|-439|-420|-402|-385|-369|-353
3.11205,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-337|-323|-309|-295|-281|-268|-257|-245|-233|-222|-213|-203|-193|-180|-65|-114|-118|252|1529|2047|57|-300|326|1553
3.14563,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2029|1960
3.17978,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,1893|1827|1763|1703|1649|1300
3.2144,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-278|-1145|-1548|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2002|-1817|-2048|-2048|-2048|-2048
3.24754,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,-2048|-2048|-2048|-1987|-1827|-1569|-1618|-1769|-1707|-1639|-1574|-1508|-705|1309|1803|2047|2047|2047|2047|2047|2047|2047|2047|2047
3.28153,51,24,13,1540871,155742,64594,7935,73433,230160,142307,43701,
3.3155,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,2047|2047|2047|1435|-593|183|1905|786|-2048|-2048|-2048|1580|2047|-885|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2001|-1926|-1852|-1782|-1716|-1654|-1593|-1531|-1475|-1419|-1365|-1313|-1260
3.34895,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-1212|-1165|-1123|-1079|-1037|-996|-593|2047
3.38278,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,2047|-182|-1131|-1063|-532|2047|2047|2047|2047|1610|2047|2047|2047|600|-1494|-938|1577|2047|2047|2047|2047|2047|2047|2047
3.41661,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,1833|1195|1766|1077|-132|2047|2047|2047|2047|1895|1949|1880|1813|1753|1369|727|1092|1443|1558|1489|1428
3.45078,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,1372|1323|1281
3.48553,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,1235|1177|1152|1111|1073|1035|987|960|932|900|870|803|680|443|-402|-1145|-1339|-1385|-2048|-2048|-2048|-1838|-2048|-2048
3.51957,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-6|1018|-631|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-754|2047|1878|-262|-1127|1325|2047|660|-2048|-2048|-2048|-2048|-2048
3.55277,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-2048|-2048|-2048|-2048|-2048|-923|-375|-330
3.58676,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,1394|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2000|1930|1863|1797|1734|1674|1617|1559|1504|1449
3.62071,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,1401|1353|1306|1260|1194|1099|795|-1329|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|1203|2047|2047|2047|2047
3.65553,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,2047|1193|-792|-2048|-2048|-2048|-2048|-2048
3.68956,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2019|-1944|-1873|-1802|-1735|-1672|-1608|-1547|-1491
3.7232,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-1433|-1379|-1324|-1272|-1224|-1179|-1134|-1090|-1045|-983|-961|-934|-898|-860|-828|-795|-762|-731|-702|-678|-649|-619|-590|-561
3.75752,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-539|-481|129|1848|2047|966|-227|212|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047
3.79048,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,2047|2047|2047
3.8243,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,2047|1496|-931|-1656|-1132|-75|1593|2047|2047|1853|1217|1095|757|489|1468|2002|1910|1811|1749|1700|1638|1579|1504|1313
3.85734,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,924|669|858|886|689|-86|-1179|-1827|-1410|-755|34|504|-428|-1970|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1960|-945|-921
3.89116,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-2048|-2048|925|2047|2047|2047|1240|644
3.92554,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,120|-872|-1813|-1864|-1948|-2048|-2048|-1623|-343|-97|-355|-1077|-1546|-1781|-441|1356
3.95937,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,1524|1844|2047|2047|1990|924|1558|2047|2047|2047|2047|2047|2047|2047|2040|1971|1897|1825|1770|1716|1654|1595|1541|1479
3.99297,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,1429|1369|1274|1169|1192|1158|1061|865|605|421|688|896|820|397|714|985|933|891|861|616|731|793|759|731
4.02655,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,
4.06042,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,708|681|658|634|614|588|457|-106|-787|-662|-305|348|615|624|585|551|547|534|516|500|471|348|345|443
4.09372,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,436|420|404|393|378|368|357|346|336|326|313|306|285|263|258|245|226|129|-6|182|272|257|245|233
4.12805,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,154|203|224|178|-738|-2048|-2048|-2048|-1502|-1413|-1444|-756|282
4.16156,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,668|636|203|-461|-1389|-2048|-2048|-2048|-2048|-2048|-2048
4.19502,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-636|358|320|-370|-689|-232|-302|-333|-116|506|980|659|106|-262|-922|-2048|-2048|-2048|-2048|-2048|-1351|-1021|-1401|-1562
4.22908,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-1527|-1779|-1848|-915|229|-763|-1673|-1045|-1035|-2048|-2048|-2048|-2048|-2048|-1982|-1437|-1153|-1837|-2048|-1989|-1906|-1767|-1784|-1723
4.26203,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-1601|-1188|-502|1|-113
4.29542,51,0,0,432833,422621,118434,55615,96421,148103,54753,37606,-999|-916|-161|859|1089|1012|2017|2047|1242|404|87|-163|-820|-1416|-1356|-1308|-1482|-1320|-341|274|-782|-1304|-1210|-828|73|-295|-1322
4.32933,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-1245|-1185|-1131|-1084|-1042|-1000|-962|-922|-886|-852|-818|-786|-755|-725|-695|-667|-642
4.36283,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-616|-593
4.39674,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-566|-253|1162|2047|2047|2047|2047|2047|2047|2047|2047|1066|707|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|2047|1944|1897|1986|-2048|-2048|-275
4.43046,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,1975|1762|1689|1228|1144|1973|1881|1808|961|826|1671|1601|1568
4.46382,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,1499|1446|1397|1345|1156|1218|1155|1121|1138|1105|1063|1028|989|955|918|788|596|477
4.49716,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,556|637|769|777|744|713|682|666|643|624|-933|-2048|-2048|-2048|-1941|-2048|-2048|-2048|-1267|320|1003|660|-606|-729
4.53053,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,205|690|1610|1636|1560
4.56392,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,1465|1273|998|1100|1348|1288|1237|1168|1132|1104|1056|924|739|82|-1409|-1764|-1001|-1421|-742
4.59699,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,839|962|593|131|951|1141|1080|969|980|963|693|49|-340|-1147|-1459|426|1040|628|-1157|-1960|-177|580|-1078|-2048
4.63061,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-1123|1208|1217|955|844|1036|924|394
4.66423,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-442|-1093|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1130|1610|2047|2047|2047
4.69827,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,1560|-99|-1960|-2048|-1602|-374|581|108|123|1893|2047|2047|2047|2047|2047|2041|1969|1899|1834|1770|1707|1649|1591|1538
4.73114,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,1489|1382|866|-760|-1845|-1377|-101|1195|1147|614|364|1010|1098|96|-1894|-2013|-647|422|321|-947|-1834
4.76499,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-1667|-1449|-1652
4.79785,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-2048|-2048|-2048|-681|1737|1797|578|-10|285|945|553|602|1346|1350|1347|1492|1683|1578|844|85|195|-27|-434|-1045
4.83107,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-913|1488|1621|1541|1158|-1068|-2048|-2048|545|1091|-1058|-949|1972|1864|1034|-2048|-2048|-2048|-2048|-2048|-1945|2047|2047|2047
4.86416,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,2047|2047|2047|-2048|-2048
4.8975,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-2048|-1496|2047|2047|1804|-2048|-2048|-2048|-856|2047|-1982|-2048|-2048|-2044|-1966|-1893|-1821|-1753
4.93029,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-1687|-1623|-1562|-1502|-1446|-1393|-1340|-1288|-1239
4.96376,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-1191|-1145|-1100|-1059|-1015|-977|-940|-906|-870|-835|-801|-769|-738|-682|-561|-668|-637|-610|-583|-557|-536|-516|-493
4.9976,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,-473|-452|-241|738|1893|2047|2047|2047|1114|724|407|-155|92|947|1908|2047|1755|432|646|2047|2047|2047|1336|1361
5.03247,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,1812|2047|2047|2047|2047|2047|2047|2047|2047
5.06641,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,2047|2047|2047|2047|2047|2047|2047|2047|2047|2042|1973|1904|1837|1773|1712
5.10049,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,1652|1593|1538|1483|1432|1381|1333|1287|1242|1200|1156|1115|1077|1040|1002|968|935|903|872|842|812|786|759|732
5.13437,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,708|684|662|640|618|598|578|560|545|528|475|329|-74|-501|-56|-74|-167|518|536|502|480|460
5.16779,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,448|433
5.2016,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,417|403|391|378|365|355|343|332|324|313|305|295|288|278|272|265|258|247|241|233|228|224|216|211
5.2366,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,204|199|194|187|184|182|177|170|168|166|157|-88|-325|196|185|173|166|160|154|150|147|145|140|136
5.27088,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,133|130|130|128|124|121|119|118|117|113|109|107|104|102|101|100
5.30442,51,0,0,1351338,208212,184756,225832,225495,349138,455136,348816,99|98|97|96|92|91|90|89
5.33813,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,89|88|87|85|84|84|85|86|84|82|82|81|80|80|77|76|73|70|71|73
5.3713,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,74|74|66|-721|-695|76|153|137|129|121|116|113|112|108|106|107|108|105|100|98|97|97|97|96
5.4055,51,0,0,1384256,1737784,219978,64050,388159,279448,237701,288236,92|90|89|87|86|85|84|83
